title,ratings,reviews,url,course_by,skills,price,id,"level, type and duration"
Introduction to Basic Vibrations,4.6,467,https://www.coursera.org/learn/introduction-basic-vibrations,Korea Advanced Institute of Science and Technology(KAIST),"Mathematics, Entrepreneurship, Leadership and Management, Linear Algebra, Problem Solving, Research and Design, Market Research",Free,858,Intermediate · Course · 1-3 Months
Our Earth's Future,4.7,740,https://www.coursera.org/learn/earth-climate-change,American Museum of Natural History,,Free,859,Mixed · Course · 1-3 Months
Planning for Climate Change in African Cities,4.7,116,https://www.coursera.org/learn/climate-change-africa,United Cities and Local Governments of Africa,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics, Business Psychology, Resilience, Finance, Risk Management, Strategy and Operations, Big Data, BlockChain, Business Analysis, Critical Thinking, Data Management, Machine Learning, Marketing, Research and Design, Sales, Strategy",Free,860,Intermediate · Course · 1-3 Months
Economie du sol et de l'immobilier I,4.8,238,https://www.coursera.org/learn/economie-sol-immobilier-1,École Polytechnique Fédérale de Lausanne,"Finance, Budget Management, Business Analysis, Estimation, Probability & Statistics, Accounting, Behavioral Economics, Business Psychology, Data Analysis, Financial Analysis",Free,862,Intermediate · Course · 1-3 Months
Thought Experiments: An introduction to philosophy,3.8,9,https://www.coursera.org/learn/thought-experiments,Erasmus University Rotterdam,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations",Free,863,Intermediate · Course · 1-3 Months
Foundations of Teaching for Learning: Being a Professional,4.7,153,https://www.coursera.org/learn/professional-teacher,Commonwealth Education Trust,"Leadership and Management, Professional Development, FinTech, Finance",Free,864,Mixed · Course · 1-3 Months
Comprendre les Microcontroleurs,4.6,102,https://www.coursera.org/learn/microcontroleurs,École Polytechnique Fédérale de Lausanne,"Computational Logic, Theoretical Computer Science, Internet Of Things, Software Engineering",Free,866,Intermediate · Course · 1-3 Months
Gestión integral del riesgo de desastres,4.8,254,https://www.coursera.org/learn/gestion-riesgo,Universidad Nacional Autónoma de México,"Finance, Leadership and Management, Risk Management, Adaptability, Business Psychology, Entrepreneurship, Marketing, Sales, Strategy, Strategy and Operations",Free,867,Beginner · Course · 1-4 Weeks
Monetary Policy in the Asia Pacific,4.8,245,https://www.coursera.org/learn/monetary-policy-asia-pacific,The Hong Kong University of Science and Technology,"Behavioral Economics, Business Psychology, Finance, Probability & Statistics, Advertising, Banking, Communication, Econometrics, General Statistics, Marketing",Free,868,Intermediate · Course · 1-4 Weeks
Escalamiento exitoso e Innovación en los Negocios,4.8,79,https://www.coursera.org/learn/escalamiento-exitoso-e-innovacion-en-los-negocios,Pontificia Universidad Católica de Chile,"Entrepreneurship, Business Analysis, Business Development, Marketing, Research and Design, Sales, Strategy and Operations, Accounting, Business Design, Business Process Management, Business Transformation, Digital Marketing, Entrepreneurial Finance, Innovation, Management Accounting, Spreadsheet Software",Free,869,Mixed · Course · 1-3 Months
How to Validate your Startup Idea,4.3,141,https://www.coursera.org/learn/startup-idea,UNSW Sydney (The University of New South Wales),"Communication, Entrepreneurship, Market Research, Research and Design",Free,870,Mixed · Course · 1-3 Months
Biosphere 2 Science for the Future of Our Planet,4.9,105,https://www.coursera.org/learn/biosphere-science-future,University of Arizona,"Probability & Statistics, Experiment, Research and Design, Entrepreneurship, Epidemiology, Market Research, Project Management, Strategy and Operations",Free,871,Beginner · Course · 1-3 Months
Global Health: An Interdisciplinary Overview,4.5,458,https://www.coursera.org/learn/global-health-overview,University of Geneva,"Leadership and Management, Epidemiology, Probability & Statistics, Business Psychology, Entrepreneurship, Finance, Human Resources, Leadership Development, Organizational Development, Risk Management",Free,872,Mixed · Course · 1-3 Months
Getting Started with Automation 360,4.4,13,https://www.coursera.org/learn/automation-360,Automation Anywhere,"Computer Programming, Computer Programming Tools, Software Engineering, Software Testing",Free,873,Intermediate · Course · 1-3 Months
Diagnóstico y tratamiento del dolor neuropático en atención primaria,4.8,285,https://www.coursera.org/learn/dolor-neuropatico-anestesiologia,Universidad de los Andes,,Free,874,Intermediate · Course · 1-3 Months
L'entrepreneuriat social : de l'envie au projet,4.7,169,https://www.coursera.org/learn/entrepreneuriatquichangelemonde,ESSEC Business School,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Software Engineering",Free,875,Beginner · Course · 1-4 Weeks
Reality Bites: Introduction to metaphysics,4.7,6,https://www.coursera.org/learn/metaphysics,Erasmus University Rotterdam,,Free,876,Intermediate · Course · 1-3 Months
Evolution: A Course for Educators,4.7,313,https://www.coursera.org/learn/teaching-evolution,American Museum of Natural History,"Probability & Statistics, Business Psychology, Entrepreneurship, Experiment, Adaptability, Human Learning",Free,877,Mixed · Course · 1-3 Months
4G : Principes des réseaux mobiles,4.7,7,https://www.coursera.org/learn/4g-principes-des-reseaux-mobiles,Institut Mines-Télécom,"Bioinformatics, Computer Networking, Network Model, Probability & Statistics",Free,878,Intermediate · Course · 1-3 Months
结构生物化学（Structural Biochemistry),4.8,107,https://www.coursera.org/learn/shengwu-huaxue,Nanjing University,,Free,880,Mixed · Course · 1-3 Months
K-12 Blended & Online Learning,4.6,119,https://www.coursera.org/learn/k-12-online-education,University System of Georgia,"Entrepreneurship, Business Psychology, Research and Design, Visual Design, Finance, Sales",Free,881,Mixed · Course · 1-3 Months
The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,4.4,290,https://www.coursera.org/learn/palatine-hill-archaeology-history,Sapienza University of Rome,"Business Psychology, Culture, Leadership and Management",Free,882,Beginner · Course · 1-3 Months
Epidemics,4.9,208,https://www.coursera.org/learn/hkuepidemics,The University of Hong Kong,"Epidemiology, Probability & Statistics, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Communication, Marketing, Public Relations",Free,883,Beginner · Course · 1-3 Months
Contratación y mercado digital. Aspectos legales y otras cuestiones de interés,4.5,207,https://www.coursera.org/learn/mercado-digital,Universitat Autònoma de Barcelona,"BlockChain, E-Commerce, FinTech, Finance, Sales, Big Data, Computer Networking, Contract Management, Data Management, Network Security, Operating Systems, Security Engineering, Security Strategy, Software Security, Strategy and Operations, System Security",Free,884,Beginner · Course · 1-3 Months
Population Health: Predictive Analytics,4.5,22,https://www.coursera.org/learn/population-health-predictive-analytics,Universiteit Leiden,"Data Analysis, R Programming",Free,885,Intermediate · Course · 1-3 Months
Capacitación sobre COVID-19 para trabajadores de salud,4.9,13000,https://www.coursera.org/learn/covid-19-capacitacion-trabajadores-de-la-salud,Stanford University,"Epidemiology, Probability & Statistics",Free,886,Mixed · Course · 1-3 Months
Health Care IT: Challenges and Opportunities,4.7,452,https://www.coursera.org/learn/healthcare-it,Icahn School of Medicine at Mount Sinai,"Bioinformatics, Biostatistics, Leadership and Management, Probability & Statistics",Free,887,Mixed · Course · 3-6 Months
"American Education Reform: History, Policy, Practice",4.7,99,https://www.coursera.org/learn/edref,University of Pennsylvania,,Free,888,Mixed · Course · 1-3 Months
"Doping : Sports, Organizations and Sciences",4.6,318,https://www.coursera.org/learn/doping,University of Lausanne,,Free,890,Mixed · Course · 1-4 Weeks
Necessary Condition Analysis (NCA),4.8,12,https://www.coursera.org/learn/necessary-condition-analysis,Erasmus University Rotterdam,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",Free,891,Beginner · Course · 1-3 Months
Water Supply and Sanitation Policy in Developing Countries Part 2: Developing Effective Interventions,4.7,71,https://www.coursera.org/learn/water-part-2,University of Manchester,"Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics",Free,892,Intermediate · Course · 1-3 Months
Social Science Approaches to the Study of Chinese Society Part 1,4.6,45,https://www.coursera.org/learn/social-science-study-chinese-society,The Hong Kong University of Science and Technology,"Communication, Correlation And Dependence, Estimation, Experiment, General Statistics, Marketing, Social Media",Free,893,Beginner · Course · 1-3 Months
Critical Issues in Urban Education,4.7,68,https://www.coursera.org/learn/urban-education,The University of Chicago,"Deep Learning, Machine Learning",Free,894,Mixed · Course · 1-3 Months
"Religion and Thought in Modern China: the Song, Jin, and Yuan",4.6,35,https://www.coursera.org/learn/religion-thought-modern-china,The Chinese University of Hong Kong,"Business Psychology, Culture, Leadership and Management",Free,895,Mixed · Course · 1-3 Months
Manejo de Crisis Epilépticas y Promoción de la Inclusión Social,4.9,76,https://www.coursera.org/learn/manejopromocion,Pontificia Universidad Católica de Chile,,Free,896,Beginner · Course · 1-4 Weeks
Global Arctic,4.8,37,https://www.coursera.org/learn/global-arctic,École Polytechnique Fédérale de Lausanne,,Free,897,Intermediate · Course · 1-3 Months
Advanced Modeling for Discrete Optimization,4.9,129,https://www.coursera.org/learn/advanced-modeling,The University of Melbourne,"Communication, Marketing, Operations Research",Free,899,Intermediate · Course · 1-3 Months
Strategies for Assisted Living Communities during COVID-19,4.8,262,https://www.coursera.org/learn/strategies-assisted-living-covid19,Johns Hopkins University,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations",Free,900,Beginner · Course · 1-3 Months
Geodesign: Change Your World,4.7,57,https://www.coursera.org/learn/geodesign,The Pennsylvania State University,"Entrepreneurship, Leadership and Management, Research and Design, Data Analysis, Data Visualization, Planning, Problem Solving, Spatial Analysis, Supply Chain and Logistics",Free,903,Beginner · Course · 1-3 Months
Patrick Henry: Forgotten Founder,4.9,165,https://www.coursera.org/learn/henry,University of Virginia,,Free,904,Beginner · Course · 1-3 Months
Villes africaines : Restructuration des quartiers précaires,4.7,46,https://www.coursera.org/learn/bidonvilles,École Polytechnique Fédérale de Lausanne,,Free,905,Mixed · Course · 1-3 Months
